gene_name,pvalue,log2FoldChange,disease,cell_type
EPX,0.944791606,0.032970733,ALS,iPSMN
AL096829.1,0.944805579,-0.106671359,ALS,iPSMN
ZNF628,0.944810765,0.003514052,ALS,iPSMN
MTND5P34,0.944819177,-0.064693668,ALS,iPSMN
AL391844.1,0.944826047,0.024521972,ALS,iPSMN
AL451166.1,0.944829836,-0.100619064,ALS,iPSMN
SDS,0.944831035,-0.047768741,ALS,iPSMN
RPL17P41,0.944837538,-0.127669937,ALS,iPSMN
PLEKHF1,0.944872732,-0.004313839,ALS,iPSMN
AP001324.1,0.944874807,-0.006427447,ALS,iPSMN
AC007314.1,0.944898477,-0.13446502,ALS,iPSMN
ATP6V1G3,0.944924802,-0.176132337,ALS,iPSMN
AL512361.1,0.94493146,-0.141627398,ALS,iPSMN
AC109446.1,0.944943754,0.134258972,ALS,iPSMN
RPS11P7,0.944952542,-0.125421136,ALS,iPSMN
OR52L1,0.945024366,-0.022748607,ALS,iPSMN
LINC02179,0.945027857,-0.095730803,ALS,iPSMN
AC027237.1,0.945049394,0.050440715,ALS,iPSMN
AL033384.2,0.945050584,-0.102043328,ALS,iPSMN
USP1,0.945074781,0.00362852,ALS,iPSMN
FP671120.11,0.945075769,0.092887186,ALS,iPSMN
LINC00877,0.945095663,-0.00698303,ALS,iPSMN
TMEM151B,0.945117275,-0.002997437,ALS,iPSMN
AP001189.3,0.945120801,-0.134231005,ALS,iPSMN
GHSR,0.945128428,-0.039983564,ALS,iPSMN
AL356379.1,0.945130678,-0.085695847,ALS,iPSMN
AL022237.1,0.945146268,-0.078069683,ALS,iPSMN
SNORA16A,0.945146699,0.251312125,ALS,iPSMN
DEFA9P,0.945150583,-0.132534539,ALS,iPSMN
OR10J1,0.945155078,-0.174003469,ALS,iPSMN
MIR200CHG,0.945164893,-0.073446953,ALS,iPSMN
AC091435.2,0.945173214,-0.079318293,ALS,iPSMN
AL355864.2,0.945193482,-0.13068171,ALS,iPSMN
OOEP-AS1,0.945201808,-0.211292968,ALS,iPSMN
AL139035.2,0.94523335,-0.170157357,ALS,iPSMN
AC078927.1,0.945246397,-0.034259749,ALS,iPSMN
AL390728.3,0.945255869,-0.020656786,ALS,iPSMN
THAP12P5,0.945264134,0.041621974,ALS,iPSMN
IL9RP2,0.945289098,-0.06569798,ALS,iPSMN
AC104805.2,0.945300692,0.04204646,ALS,iPSMN
AKIRIN1P2,0.945310044,-0.124851701,ALS,iPSMN
CASC23,0.945327876,-0.056822605,ALS,iPSMN
TCEA1P3,0.945386422,-0.008198727,ALS,iPSMN
AC099509.1,0.945396439,-0.150506998,ALS,iPSMN
LINC01388,0.945406075,-0.192958937,ALS,iPSMN
AP000295.1,0.945409543,0.005215094,ALS,iPSMN
NPM1P6,0.945423612,-0.009933988,ALS,iPSMN
AC104664.1,0.945424798,-0.02981145,ALS,iPSMN
RAB2B,0.945426206,0.001550339,ALS,iPSMN
Z85995.1,0.945435635,-0.055140874,ALS,iPSMN
AC005304.2,0.945454868,0.10586242,ALS,iPSMN
AC093904.4,0.945484135,0.080083598,ALS,iPSMN
LINC01834,0.945486694,0.099165904,ALS,iPSMN
AC079742.1,0.945486703,0.027866415,ALS,iPSMN
H2BW1,0.945497764,0.044227061,ALS,iPSMN
AC087749.2,0.945504603,-0.121606698,ALS,iPSMN
CYCSP52,0.945515272,-0.154867247,ALS,iPSMN
SMG5,0.945521271,0.002090565,ALS,iPSMN
AC012182.2,0.945521788,-0.068921416,ALS,iPSMN
AC022880.1,0.945523268,-0.113627918,ALS,iPSMN
AC008438.2,0.945534761,0.007468294,ALS,iPSMN
AC026271.2,0.94553539,-0.079899621,ALS,iPSMN
HTR5A,0.945542699,0.009675551,ALS,iPSMN
ZNF486,0.94555681,-0.004611722,ALS,iPSMN
IQCF5,0.945556974,-0.063563329,ALS,iPSMN
AC024051.7,0.945573161,-0.249349811,ALS,iPSMN
HSP90AB4P,0.945574457,-0.006048086,ALS,iPSMN
AL355306.2,0.945584597,0.113113517,ALS,iPSMN
AC008753.1,0.945588999,-0.091089519,ALS,iPSMN
AC239804.2,0.945592846,-0.117951244,ALS,iPSMN
KRT73,0.945617372,-0.249168363,ALS,iPSMN
ACTG1P11,0.945619312,0.106617168,ALS,iPSMN
AL451054.1,0.945622089,0.06682513,ALS,iPSMN
AL162311.1,0.94562757,0.007857641,ALS,iPSMN
GPR65,0.945630049,0.03251524,ALS,iPSMN
AL513210.2,0.945675018,-0.084644528,ALS,iPSMN
AL133372.3,0.945675299,-0.095099621,ALS,iPSMN
ZC3HAV1L,0.945684564,0.008813842,ALS,iPSMN
AC084866.1,0.945699818,0.0777019,ALS,iPSMN
TBC1D22A-AS1,0.945703922,-0.048620066,ALS,iPSMN
LINC01152,0.94572157,-0.008000752,ALS,iPSMN
Z82198.2,0.945732242,-0.141699749,ALS,iPSMN
AC007362.1,0.945734332,-0.036924036,ALS,iPSMN
CDK14,0.945754073,-0.004229592,ALS,iPSMN
AC010511.1,0.945769795,0.032799763,ALS,iPSMN
TMEM225B,0.945779456,-0.0062191,ALS,iPSMN
SFTPB,0.945793434,-0.064984938,ALS,iPSMN
FP236383.9,0.945805633,-0.063624806,ALS,iPSMN
AP000355.1,0.945811853,0.019056785,ALS,iPSMN
TMEM275,0.945813536,0.01428988,ALS,iPSMN
AP001363.2,0.94581712,-0.111935831,ALS,iPSMN
AL355852.1,0.945823051,-0.007645265,ALS,iPSMN
AC004522.5,0.945824318,0.051858657,ALS,iPSMN
AL359541.2,0.945825162,0.011797742,ALS,iPSMN
AC007027.1,0.945827301,-0.124465578,ALS,iPSMN
CXCL9,0.945832004,0.124289425,ALS,iPSMN
LINC02148,0.94584666,-0.075023794,ALS,iPSMN
AL353771.1,0.94585696,-0.072261715,ALS,iPSMN
AC006525.1,0.945862965,-0.032339369,ALS,iPSMN
HEATR1,0.945885046,0.001892425,ALS,iPSMN
AL080275.1,0.945908116,0.058786549,ALS,iPSMN
AC073310.1,0.945913725,-0.247808059,ALS,iPSMN
MRPS11P1,0.945933294,-0.190937641,ALS,iPSMN
RSU1,0.945960904,0.002473275,ALS,iPSMN
TMEM161B,0.945963723,-0.002834334,ALS,iPSMN
COL4A2-AS2,0.94596577,-0.136589288,ALS,iPSMN
RN7SL692P,0.945965968,-0.101098513,ALS,iPSMN
HAUS1P2,0.946001328,-0.173590733,ALS,iPSMN
ZNF720,0.946039684,0.001867749,ALS,iPSMN
DGKZP1,0.946070986,-0.005500034,ALS,iPSMN
AC062022.1,0.946077892,-0.022364202,ALS,iPSMN
MPP3,0.946097341,-0.002252131,ALS,iPSMN
AC020763.1,0.946098547,-0.109690169,ALS,iPSMN
AC023442.3,0.946099169,-0.162042285,ALS,iPSMN
LINC02070,0.946111945,-0.123452326,ALS,iPSMN
CHMP3,0.946116207,-0.001795954,ALS,iPSMN
RPS15AP38,0.946125352,0.013741233,ALS,iPSMN
AL352979.2,0.946133581,-0.114145675,ALS,iPSMN
AC079089.2,0.946135385,-0.030637657,ALS,iPSMN
GLUD1P9,0.946149792,-0.123200168,ALS,iPSMN
AC087612.1,0.946158014,-0.084157868,ALS,iPSMN
TLR8-AS1,0.946174618,-0.09815463,ALS,iPSMN
OR7E25P,0.946175863,-0.047369478,ALS,iPSMN
ZC3H12A,0.946182267,0.006619035,ALS,iPSMN
AL356113.1,0.946189547,-0.088833157,ALS,iPSMN
MT-TT,0.946216285,-0.104809579,ALS,iPSMN
AC139697.1,0.946218179,-0.169077712,ALS,iPSMN
TXNDC12,0.946229764,-0.00212189,ALS,iPSMN
SHC1P1,0.946235005,-0.145555446,ALS,iPSMN
SNRPE,0.946249601,0.002801592,ALS,iPSMN
PDIA6,0.946254045,-0.003227962,ALS,iPSMN
EXOC2,0.946257483,-0.001775409,ALS,iPSMN
AL049870.3,0.94628911,0.057983306,ALS,iPSMN
AC008014.1,0.946335193,-0.005105063,ALS,iPSMN
MRGPRF-AS1,0.946346649,-0.063839192,ALS,iPSMN
TUBB3P2,0.94635552,-0.084126941,ALS,iPSMN
AC079905.1,0.946359279,-0.093778352,ALS,iPSMN
AL441943.2,0.9463623,-0.123787093,ALS,iPSMN
AL162385.1,0.946398836,-0.194569477,ALS,iPSMN
TUBB4BP2,0.946400154,-0.008907166,ALS,iPSMN
AC005550.1,0.946406284,-0.111214995,ALS,iPSMN
AC138625.1,0.946407537,0.10419011,ALS,iPSMN
L34079.2,0.946417238,-0.155849582,ALS,iPSMN
AP003472.1,0.946422503,0.065739196,ALS,iPSMN
AC027329.1,0.94643383,0.086798207,ALS,iPSMN
OTUD6A,0.946464827,-0.111482181,ALS,iPSMN
AC016644.1,0.946467089,-0.177293712,ALS,iPSMN
AC005954.1,0.946474761,-0.013122916,ALS,iPSMN
AC011228.1,0.946481772,0.080383215,ALS,iPSMN
SNRPCP13,0.946483224,-0.096597507,ALS,iPSMN
CASP17P,0.946500059,-0.066937433,ALS,iPSMN
AC114964.2,0.946507135,-0.086881987,ALS,iPSMN
BTF3P8,0.946514259,-0.068386516,ALS,iPSMN
AL359502.2,0.946540252,-0.053707578,ALS,iPSMN
N6AMT1,0.946550791,0.001995145,ALS,iPSMN
AC087897.1,0.94656177,-0.165880039,ALS,iPSMN
AP003498.1,0.9465688,-0.003873841,ALS,iPSMN
FAM92A,0.946572648,0.001986406,ALS,iPSMN
MTFMT,0.946590038,-0.002105192,ALS,iPSMN
AL355810.1,0.946593581,0.016494847,ALS,iPSMN
FP325317.2,0.946610927,0.063070223,ALS,iPSMN
APOOP5,0.946611468,-0.15992948,ALS,iPSMN
KRT19P2,0.946633351,-0.102075869,ALS,iPSMN
TRIM56,0.946640483,0.008473719,ALS,iPSMN
TESC-AS1,0.946648795,-0.127189255,ALS,iPSMN
B3GNT6,0.946675397,-0.014305308,ALS,iPSMN
AC009869.1,0.946692831,-0.229475464,ALS,iPSMN
EEF1A1P26,0.946695218,-0.11144738,ALS,iPSMN
NPM1P13,0.946708556,-0.086022226,ALS,iPSMN
CCDC39-AS1,0.946761372,-0.243915294,ALS,iPSMN
AC091286.1,0.946770766,0.029247415,ALS,iPSMN
NFE2L3P1,0.946776364,0.025850679,ALS,iPSMN
CCDC88A,0.946783127,-0.002203804,ALS,iPSMN
AC005209.1,0.946794914,-0.06512517,ALS,iPSMN
RAD17P2,0.946797177,-0.056928998,ALS,iPSMN
H4C10P,0.946804841,-0.075240629,ALS,iPSMN
SNORD7,0.946816747,-0.071661312,ALS,iPSMN
IARS2P1,0.946825763,0.06739113,ALS,iPSMN
AL929601.4,0.946829006,0.243608612,ALS,iPSMN
MTND3P23,0.946847925,-0.089490583,ALS,iPSMN
AC097110.1,0.946865106,-0.185221631,ALS,iPSMN
RPSAP45,0.946874334,-0.050382183,ALS,iPSMN
EBLN1,0.946898103,-0.093264098,ALS,iPSMN
CFAP58-DT,0.946907586,-0.010536717,ALS,iPSMN
AC099063.2,0.946908194,-0.136449465,ALS,iPSMN
AC090680.1,0.946909204,0.039857906,ALS,iPSMN
AC233728.2,0.946913153,-0.158587766,ALS,iPSMN
AP000812.4,0.946934602,0.192680185,ALS,iPSMN
AL161752.1,0.946959997,0.134692839,ALS,iPSMN
RPL31P57,0.946971148,-0.207587798,ALS,iPSMN
OR8B9P,0.947011693,0.045978146,ALS,iPSMN
AL157902.1,0.947012011,-0.129377242,ALS,iPSMN
CICP18,0.947019649,-0.004450758,ALS,iPSMN
OR7E99P,0.947030023,0.127888133,ALS,iPSMN
AC008667.4,0.947038276,-0.070439602,ALS,iPSMN
AL136537.1,0.947048179,-0.120846354,ALS,iPSMN
AC118758.2,0.947078891,-0.10895446,ALS,iPSMN
PRICKLE1,0.947130885,-0.006345479,ALS,iPSMN
VN1R82P,0.947134965,0.096198265,ALS,iPSMN
RPSAP62,0.947135693,0.09669199,ALS,iPSMN
AL513479.1,0.947139116,-0.115828454,ALS,iPSMN
AP003718.1,0.947139713,-0.14808635,ALS,iPSMN
C6orf163,0.947150077,-0.004125413,ALS,iPSMN
HSD3BP2,0.947150785,-0.18630893,ALS,iPSMN
PRKCA-AS1,0.947153398,-0.105585357,ALS,iPSMN
CARD18,0.947166446,-0.099694239,ALS,iPSMN
LINC01825,0.947168947,-0.088264801,ALS,iPSMN
AC091544.2,0.947171807,-0.040599409,ALS,iPSMN
H3P32,0.947173181,-0.156542277,ALS,iPSMN
CR936218.2,0.947183842,-0.084073797,ALS,iPSMN
MTTP,0.947202587,-0.006397662,ALS,iPSMN
AC005414.1,0.947214204,-0.07838798,ALS,iPSMN
AL139039.3,0.947218181,-0.070598487,ALS,iPSMN
AC087490.1,0.947221648,-0.039379135,ALS,iPSMN
AC012640.5,0.947241288,-0.01809442,ALS,iPSMN
RPL21P116,0.947250906,0.034422104,ALS,iPSMN
MAGEB3,0.947257545,-0.14485446,ALS,iPSMN
AC211429.2,0.94726112,0.007201132,ALS,iPSMN
AC010503.3,0.947261909,-0.036863134,ALS,iPSMN
AC113370.1,0.947313583,0.115442489,ALS,iPSMN
CCT4P2,0.947339039,-0.007071323,ALS,iPSMN
ALDOAP1,0.947343703,-0.103403408,ALS,iPSMN
AL365338.1,0.947352586,0.043031244,ALS,iPSMN
PHBP10,0.947366288,-0.187097369,ALS,iPSMN
AC018371.2,0.947368405,-0.145505149,ALS,iPSMN
AL354868.1,0.947391379,-0.146491731,ALS,iPSMN
AC022028.3,0.947395614,-0.037182122,ALS,iPSMN
AC009432.2,0.94743523,-0.157511278,ALS,iPSMN
SNX18P23,0.947470886,-0.169647081,ALS,iPSMN
PRR23D2,0.947492071,0.024843371,ALS,iPSMN
HTN3,0.94749598,-0.099977012,ALS,iPSMN
AL135934.1,0.947498156,0.033779927,ALS,iPSMN
SPATA31A1,0.947499987,0.043126304,ALS,iPSMN
AL392112.1,0.947503997,0.039111043,ALS,iPSMN
AC009411.2,0.947534013,-0.114466988,ALS,iPSMN
SPDYE1,0.947560137,0.024280358,ALS,iPSMN
LAP3P2,0.947584535,-0.015670532,ALS,iPSMN
AC015909.4,0.947593583,-0.144549876,ALS,iPSMN
MED28P3,0.947594062,-0.09840583,ALS,iPSMN
AC009314.1,0.947597564,-0.034706536,ALS,iPSMN
EEF1GP4,0.947608519,0.050793296,ALS,iPSMN
AC100812.1,0.947611659,-0.005813562,ALS,iPSMN
PPIAP49,0.947633501,-0.239914964,ALS,iPSMN
AL355355.2,0.947635615,-0.060573734,ALS,iPSMN
FAM136A,0.94764163,0.001420644,ALS,iPSMN
IQCB1,0.947672407,-0.002722639,ALS,iPSMN
RPS8P3,0.947677044,-0.188793718,ALS,iPSMN
KCNMB3P1,0.947680895,0.121375475,ALS,iPSMN
AL137067.3,0.947684952,0.018938075,ALS,iPSMN
NECAP1P1,0.94768943,0.08920547,ALS,iPSMN
PSMC1P10,0.947705397,-0.144252825,ALS,iPSMN
TRAV8-6,0.947706029,0.153110515,ALS,iPSMN
TRIM10,0.947707093,-0.064431347,ALS,iPSMN
ATP6V1E2,0.947707126,0.002893632,ALS,iPSMN
FAUP1,0.947708489,0.00960661,ALS,iPSMN
BPESC1,0.947727247,-0.135350696,ALS,iPSMN
AL683807.2,0.947746852,-0.026389789,ALS,iPSMN
OR4F2P,0.947747464,0.074419921,ALS,iPSMN
PF4V1,0.947759847,-0.091138369,ALS,iPSMN
EEF1B2P1,0.947761522,0.058479468,ALS,iPSMN
AC092809.2,0.947775343,-0.114216458,ALS,iPSMN
AC009244.2,0.947783026,-0.027232911,ALS,iPSMN
AC011233.2,0.947789776,0.084908797,ALS,iPSMN
C17orf82,0.947812786,-0.009897085,ALS,iPSMN
AC093536.1,0.947816867,-0.071430641,ALS,iPSMN
AL353718.1,0.947840253,0.075510905,ALS,iPSMN
TNPO1P2,0.947845652,0.019151123,ALS,iPSMN
PPCDC,0.94785929,-0.004532297,ALS,iPSMN
STATH,0.947890195,-0.238739661,ALS,iPSMN
AC135050.4,0.947901947,-0.047593919,ALS,iPSMN
RN7SL144P,0.947908739,0.014133928,ALS,iPSMN
EIF4A1P1,0.947955003,-0.144519819,ALS,iPSMN
MKI67P1,0.947960483,-0.076339971,ALS,iPSMN
AP000619.1,0.94796149,-0.027183324,ALS,iPSMN
AL031772.1,0.947976354,-0.028132245,ALS,iPSMN
MDH2,0.947977836,-0.00191538,ALS,iPSMN
ANKRD10,0.947980151,-0.001789064,ALS,iPSMN
FBXW7-AS1,0.947986871,-0.138050865,ALS,iPSMN
LINC02660,0.947996121,-0.163366507,ALS,iPSMN
AC138466.2,0.948016864,-0.176783799,ALS,iPSMN
PSLNR,0.948019406,0.238140652,ALS,iPSMN
RPL17P25,0.948021059,-0.130552954,ALS,iPSMN
SLC6A1-AS1,0.948028018,-0.104863695,ALS,iPSMN
LINC02643,0.948030298,-0.238096874,ALS,iPSMN
AL133318.1,0.9480311,0.098424177,ALS,iPSMN
AC092651.2,0.948046732,0.21764461,ALS,iPSMN
OSTCP2,0.948054357,0.111199504,ALS,iPSMN
LOXL4,0.948054626,0.008538574,ALS,iPSMN
AC124242.1,0.94806275,0.004491775,ALS,iPSMN
U91328.3,0.948066367,-0.023444941,ALS,iPSMN
AC023510.1,0.948067438,-0.190377454,ALS,iPSMN
AL031663.3,0.948081267,0.019452756,ALS,iPSMN
MTND3P8,0.948090285,-0.053804153,ALS,iPSMN
ICE2P1,0.948117424,0.065678693,ALS,iPSMN
TUBBP9,0.948125508,-0.087514364,ALS,iPSMN
RN7SL575P,0.948128425,-0.125368878,ALS,iPSMN
NMBR,0.948134171,0.010572146,ALS,iPSMN
AC009053.3,0.948143333,-0.005130361,ALS,iPSMN
AP002800.1,0.948143674,0.098905176,ALS,iPSMN
DNM1P32,0.948174034,-0.124112667,ALS,iPSMN
ACY3,0.948193887,-0.152736651,ALS,iPSMN
ZNF681,0.948203189,0.003769087,ALS,iPSMN
ETV7-AS1,0.948204717,-0.166532625,ALS,iPSMN
AC107983.1,0.948207745,0.05732381,ALS,iPSMN
AC016576.1,0.948238022,-0.107203905,ALS,iPSMN
AC025576.1,0.948253374,-0.054878043,ALS,iPSMN
AP000356.2,0.948281234,0.010395107,ALS,iPSMN
EIF1B-AS1,0.948283282,0.004315212,ALS,iPSMN
AP005899.2,0.948284185,0.024506736,ALS,iPSMN
ARHGEF2-AS1,0.948286855,-0.094538634,ALS,iPSMN
AC044839.3,0.948295507,-0.094353039,ALS,iPSMN
ADGRF5P2,0.948296931,-0.052806421,ALS,iPSMN
Z99916.3,0.948332896,-0.103173434,ALS,iPSMN
AC002366.1,0.948334774,0.01552041,ALS,iPSMN
TUBBP6,0.948338188,-0.060442122,ALS,iPSMN
DENND2D,0.948341521,-0.015901146,ALS,iPSMN
KRT79,0.948344893,0.107360868,ALS,iPSMN
LINC00029,0.948355501,0.057757655,ALS,iPSMN
AC092473.2,0.948355947,-0.069153635,ALS,iPSMN
HDGFL1,0.948356615,0.016957716,ALS,iPSMN
AC109462.3,0.948362951,0.090589846,ALS,iPSMN
AC131235.3,0.948365007,-0.015076736,ALS,iPSMN
OGFOD2,0.948377183,-0.00266045,ALS,iPSMN
SERPINB13,0.948394268,-0.236422564,ALS,iPSMN
CNBD1,0.948398277,0.030235824,ALS,iPSMN
TULP3P1,0.948410284,-0.075014642,ALS,iPSMN
LACTBL1,0.948414295,-0.054592128,ALS,iPSMN
RPL34P31,0.948418731,0.049223575,ALS,iPSMN
AP000477.3,0.948429841,-0.222439007,ALS,iPSMN
AC130307.1,0.948457109,0.077786568,ALS,iPSMN
AC006557.1,0.948460102,0.064098213,ALS,iPSMN
BRSK1,0.948466603,-0.002460313,ALS,iPSMN
RNVU1-25,0.948474053,-0.016739119,ALS,iPSMN
GZMK,0.948480558,-0.163064802,ALS,iPSMN
AC091953.2,0.948488436,-0.153302261,ALS,iPSMN
AL096803.3,0.948497763,0.064014155,ALS,iPSMN
MTND4P7,0.948499012,-0.159457258,ALS,iPSMN
AADACL3,0.948503961,0.038581251,ALS,iPSMN
RNU6-388P,0.948512037,-0.138910888,ALS,iPSMN
LINC00462,0.948515068,0.105682406,ALS,iPSMN
AF001548.3,0.948548123,-0.163799409,ALS,iPSMN
ACSM4,0.948548303,-0.165614283,ALS,iPSMN
ACRV1,0.948549938,-0.011883227,ALS,iPSMN
LRATD2,0.948563599,-0.007756552,ALS,iPSMN
RPS27AP18,0.948572067,-0.200583946,ALS,iPSMN
AC006042.3,0.948576282,0.012105878,ALS,iPSMN
RN7SL297P,0.948580343,-0.045494437,ALS,iPSMN
PRDX2P4,0.9486052,-0.088245707,ALS,iPSMN
PROP1,0.948610749,-0.179628402,ALS,iPSMN
AL139823.1,0.948636074,0.118613683,ALS,iPSMN
SSR4P1,0.948641541,0.004054762,ALS,iPSMN
AC006478.1,0.948646235,0.044418076,ALS,iPSMN
CYP4B1,0.948664479,-0.101621501,ALS,iPSMN
AC008267.6,0.948668276,0.113914407,ALS,iPSMN
EXT2,0.948683028,0.001832964,ALS,iPSMN
AL451054.4,0.9486957,0.012024018,ALS,iPSMN
LINC01120,0.948697706,0.025702866,ALS,iPSMN
AL355075.6,0.948700295,-0.030674452,ALS,iPSMN
AC069200.2,0.948712191,-0.061439715,ALS,iPSMN
AL357079.2,0.948717658,-0.007713552,ALS,iPSMN
AC020913.2,0.948722982,0.082878568,ALS,iPSMN
Z84478.1,0.948752063,0.083486841,ALS,iPSMN
AC087269.1,0.948755591,-0.017759083,ALS,iPSMN
BTF3P12,0.948783164,-0.107759591,ALS,iPSMN
AC017007.5,0.948792954,-0.106273531,ALS,iPSMN
SNORA41,0.948817287,-0.169322449,ALS,iPSMN
TMSB4Y,0.948822778,0.006765275,ALS,iPSMN
MRPL35P2,0.948831426,-0.060434809,ALS,iPSMN
LINC01300,0.948839355,0.025756216,ALS,iPSMN
AL512428.1,0.94884084,0.07065754,ALS,iPSMN
AC018695.7,0.948862183,-0.176837763,ALS,iPSMN
AL731557.1,0.948862565,-0.019297383,ALS,iPSMN
SNORA50A,0.948866005,0.234252357,ALS,iPSMN
AL138785.2,0.948866239,-0.123817029,ALS,iPSMN
FASLG,0.948880145,-0.106400174,ALS,iPSMN
KRT18P22,0.948883875,-0.101690238,ALS,iPSMN
OR51R1P,0.948909781,0.044883915,ALS,iPSMN
PAN3,0.948909835,-0.001720456,ALS,iPSMN
AC005697.2,0.948938269,0.047322956,ALS,iPSMN
DTD1-AS1,0.948960178,-0.101043891,ALS,iPSMN
DNAJB1,0.948969065,0.002886791,ALS,iPSMN
AC092718.6,0.948971588,-0.069411491,ALS,iPSMN
AC008620.2,0.948985964,-0.106388415,ALS,iPSMN
AP001889.1,0.948987476,-0.220422217,ALS,iPSMN
WDR82,0.948990198,-0.001483348,ALS,iPSMN
AC099344.1,0.949000458,0.05047626,ALS,iPSMN
AC004584.1,0.949001323,-0.147824635,ALS,iPSMN
AC105021.1,0.949025753,-0.216736256,ALS,iPSMN
RN7SKP37,0.949026073,-0.178680822,ALS,iPSMN
SNRPG,0.949038335,-0.002104069,ALS,iPSMN
HMGN1P26,0.949044555,0.03346162,ALS,iPSMN
AC027130.1,0.949049321,-0.056793422,ALS,iPSMN
AC093249.4,0.949050065,0.090740422,ALS,iPSMN
AC097372.1,0.949055882,-0.140048154,ALS,iPSMN
AC009142.1,0.949059318,-0.0724012,ALS,iPSMN
AL390774.2,0.949059967,-0.18273839,ALS,iPSMN
AC137695.3,0.949060955,0.008253861,ALS,iPSMN
MTNR1B,0.94906229,0.02325765,ALS,iPSMN
AL158211.5,0.949073281,-0.012633335,ALS,iPSMN
OR7E104P,0.949101455,-0.061839607,ALS,iPSMN
RNA5S4,0.949106461,0.23315774,ALS,iPSMN
RNY1P16,0.94911225,0.059292647,ALS,iPSMN
AL035106.1,0.949122394,-0.035687152,ALS,iPSMN
AC135068.6,0.949123685,-0.121817008,ALS,iPSMN
MT-TI,0.949149638,-0.097368865,ALS,iPSMN
AC011373.1,0.949165125,-0.118550597,ALS,iPSMN
EMC8,0.949171322,0.001213703,ALS,iPSMN
CICP22,0.949189975,-0.025335401,ALS,iPSMN
AC026950.2,0.949207317,-0.035700805,ALS,iPSMN
AP001357.2,0.949226323,-0.15021207,ALS,iPSMN
AC107208.1,0.949266893,0.100244122,ALS,iPSMN
AC011444.2,0.949270095,0.074450032,ALS,iPSMN
AC023796.1,0.949284223,0.047566161,ALS,iPSMN
RPL29P19,0.949288845,-0.051562577,ALS,iPSMN
AC092159.3,0.949294366,-0.029634873,ALS,iPSMN
AL161449.1,0.949296018,0.027802022,ALS,iPSMN
AC091175.1,0.949299794,-0.216849616,ALS,iPSMN
RNU2-25P,0.949327618,-0.129093387,ALS,iPSMN
AC007533.2,0.949346015,-0.117056306,ALS,iPSMN
RPL21P123,0.949349712,0.011190688,ALS,iPSMN
Z98257.1,0.94936449,0.10490896,ALS,iPSMN
TEX37,0.949367529,-0.01690026,ALS,iPSMN
SPOPL,0.949367574,0.00209903,ALS,iPSMN
AC009554.2,0.949417047,0.034333019,ALS,iPSMN
AC004160.2,0.949418199,-0.059082609,ALS,iPSMN
AL031668.1,0.949420244,-0.168528994,ALS,iPSMN
TBC1D9,0.949424605,0.001861978,ALS,iPSMN
KIZ-AS1,0.949427681,0.034766537,ALS,iPSMN
RPL7P13,0.949433084,0.071491458,ALS,iPSMN
AL356292.1,0.949435793,0.122487251,ALS,iPSMN
ZNF684,0.9494375,-0.002696597,ALS,iPSMN
AL031123.1,0.949448959,-0.066410388,ALS,iPSMN
AC005262.2,0.949450209,-0.09916702,ALS,iPSMN
AP003108.4,0.949460247,-0.005076448,ALS,iPSMN
FAM174A,0.949474604,0.001955563,ALS,iPSMN
RN7SL165P,0.949490841,-0.030161837,ALS,iPSMN
RN7SL404P,0.94950313,0.031977421,ALS,iPSMN
AL049840.8,0.949507576,0.035738424,ALS,iPSMN
CES1P1,0.949513124,0.105017468,ALS,iPSMN
HMGA1P1,0.949537382,0.017728794,ALS,iPSMN
HMGA1P7,0.949541242,-0.123303942,ALS,iPSMN
AC103705.1,0.949545707,-0.099228311,ALS,iPSMN
AC135983.5,0.949556118,-0.23108377,ALS,iPSMN
TJP1,0.949587085,0.002913127,ALS,iPSMN
AC117383.1,0.94958874,-0.063510932,ALS,iPSMN
COX6CP15,0.949601622,-0.050044737,ALS,iPSMN
MTCYBP35,0.949651573,-0.074790864,ALS,iPSMN
EHD4-AS1,0.949652467,-0.038897339,ALS,iPSMN
AC103810.7,0.949659441,-0.230593867,ALS,iPSMN
AC117532.1,0.949664234,-0.099827608,ALS,iPSMN
AC243562.4,0.949669062,0.019548271,ALS,iPSMN
CFL1P3,0.949669761,-0.148455203,ALS,iPSMN
AC000113.1,0.949675509,-0.018012356,ALS,iPSMN
SNORA4,0.949685491,0.205309847,ALS,iPSMN
AC124916.1,0.949685916,-0.066598475,ALS,iPSMN
PLA2G2D,0.949704538,0.049552022,ALS,iPSMN
AL589794.2,0.949709028,-0.005392245,ALS,iPSMN
PWRN2,0.94971434,-0.081379668,ALS,iPSMN
SCARNA21B,0.949729725,0.058137975,ALS,iPSMN
ANAPC1,0.94974268,0.001832498,ALS,iPSMN
AC092701.1,0.949746083,-0.084829516,ALS,iPSMN
AC105020.2,0.949773761,-0.05943084,ALS,iPSMN
AC016769.3,0.949811716,-0.099079912,ALS,iPSMN
AC110792.3,0.949816416,-0.009477151,ALS,iPSMN
CCNC,0.949823736,0.001756223,ALS,iPSMN
AL662884.3,0.949827134,0.004940616,ALS,iPSMN
AC090515.5,0.949829063,0.108777186,ALS,iPSMN
AC090338.1,0.949829108,-0.139310806,ALS,iPSMN
AC013727.1,0.949841403,-0.042798447,ALS,iPSMN
AC015921.1,0.949858681,-0.061906724,ALS,iPSMN
AC127894.1,0.9498722,-0.174883822,ALS,iPSMN
AP003471.1,0.949878668,-0.054730804,ALS,iPSMN
